last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Westerlo,Rensselaer,,,,,1776-04-29,M,rep,NY,9,,Federalist,,,,,,,,,,,,W000309,,,,,,411473,,,,9967,Rensselaer Westerlo
Whiteside,John,,,,,,M,rep,PA,3,,Republican,,,,,,,,,,,,W000412,,,,,,411572,,,,10062,John Whiteside
Wilkin,James,Whitney,,,,,M,rep,NY,6,,Republican,,,,,,,,,,,,W000472,,,,,,411629,,,,10117,James W. Wilkin
Williams,John,,,,,1778-01-29,M,sen,TN,,2,Republican,,,,,,,,,,,,W000516,,,,,,411672,,,,10160,John Williams (Tennessee politician)
Williams,Thomas,Scott,,,,1777-06-26,M,rep,CT,-1,,Federalist,,,,,,,,,,,,W000541,,,,,,411697,,,,10183,Thomas Scott Williams
Wilson,John,,,,,1777-01-10,M,rep,MA,17,,Federalist,,,,,,,,,,,,W000598,,,,,,411752,,,,10238,John Wilson (Massachusetts politician)
Wilson,William,,,,,,M,rep,PA,10,,Republican,,,,,,,,,,,,W000618,,,,,,412120,,,,10257,William Wilson (Pennsylvania politician)
Edwards,Ninian,,,,,1775-03-17,M,sen,IL,,3,Republican,,,,,,,,,,,,E000078,,,,,,403770,,,,2871,Ninian Edwards
Mellen,Prentiss,,,,,1764-10-11,M,sen,MA,,1,Federalist,,,,,,,,,,,,M000636,,,,,,407623,,,,6410,Prentiss Mellen
Palmer,William,Adams,,,,1781-09-12,M,sen,VT,,3,Republican,,,,,,,,,,,,P000045,,,,,,408455,,,,7182,William A. Palmer
Adams,Benjamin,,,,,1764-12-16,M,rep,MA,11,,Federalist,,,,,,,,,,,,A000030,,,,,,400691,,,,24,Benjamin Adams (politician)
Allen,Nathaniel,,,,,,M,rep,NY,21,,Republican,,,,,,,,,,,,A000140,,,,,,400796,,,,122,Nathaniel Allen
Anderson,Richard,Clough,Jr.,,,1788-08-04,M,rep,KY,8,,Republican,,,,,,,,,,,,A000230,,,,,,400857,,,,179,Richard C. Anderson Jr.
Archer,Stevenson,,,,,1786-10-11,M,rep,MD,6,,Republican,,,,,,,,,,,,A000273,,,,,,400912,,,,223,Stevenson Archer (1786–1848)
Baker,Caleb,,,,,,M,rep,NY,20,,Republican,,,,,,,,,,,,B000056,,,,,,401061,,,,358,Caleb Baker
Bloomfield,Joseph,,,,,1753-10-18,M,rep,NJ,-1,,Republican,,,,,,,,,,,,B000566,,,,,,401539,,,,803,Joseph Bloomfield
Boden,Andrew,,,,,,M,rep,PA,5,,Republican,,,,,,,,,,,,B000583,,,,,,412018,,,,816,Andrew Boden
Brevard,Joseph,,,,,1766-07-19,M,rep,SC,9,,Republican,,,,,,,,,,,,B000808,,,,,,401765,,,,1013,Joseph Brevard
Brown,James,,,,,1766-09-11,M,sen,LA,,3,Republican,,,,,,,,,,,,B000921,,,,,,401876,,,,1111,James Brown (Louisiana politician)
Brown,William,,,,,1779-04-19,M,rep,KY,3,,Republican,,,,,,,,,,,,B000947,,,,,,401900,,,,1136,William Brown (congressman)
Brush,Henry,,,,,,M,rep,OH,3,,Republican,,,,,,,,,,,,B000983,,,,,,401935,,,,1168,Henry Brush
Buffum,Joseph,,Jr.,,,1784-09-23,M,rep,NH,-1,,Republican,,,,,,,,,,,,B001042,,,,,,401992,,,,1221,Joseph Buffum Jr.
Burwell,William,Armisted,,,,1780-03-15,M,rep,VA,14,,Republican,,,,,,,,,,,,B001160,,,,,,402102,,,,1323,William A. Burwell
Butler,Thomas,,,,,1785-04-14,M,rep,LA,1,,Republican,,,,,,,,,,,,B001190,,,,,,402132,,,,1350,Thomas Butler (Louisiana politician)
Case,Walter,,,,,,M,rep,NY,6,,Republican,,,,,,,,,,,,C000222,,,,,,402368,,,,1571,Walter Case
Clagett,Clifton,,,,,1762-12-03,M,rep,NH,-1,,Republican,,,,,,,,,,,,C000399,,,,,,402538,,,,1732,Clifton Clagett
Clark,Robert,,,,,1777-06-12,M,rep,NY,8,,Republican,,,,,,,,,,,,C000449,,,,,,402587,,,,1780,Robert Clark (New York politician)
Condit,John,,,,,1755-07-08,M,rep,NJ,-1,,Republican,,,,,,,,,,,,C000671,,,,,,402797,,,,1974,John Condit
Crawford,Joel,,,,,1783-06-15,M,rep,GA,-1,,Republican,,,,,,,,,,,,C000891,,,,,,403003,,,,2161,Joel Crawford (politician)
Crowell,John,,,,,1780-09-18,M,rep,AL,1,,Republican,,,,,,,,,,,,C000942,,,,,,403053,,,,2208,John Crowell (Alabama politician)
Culbreth,Thomas,,,,,1786-04-13,M,rep,MD,7,,Republican,,,,,,,,,,,,C000967,,,,,,403078,,,,2233,Thomas Culbreth
Cuthbert,John,Alfred,,,,1788-06-03,M,rep,GA,-1,,Republican,,,,,,,,,,,,C001024,,,,,,403131,,,,2285,John A. Cuthbert
Davidson,William,,,,,1778-09-12,M,rep,NC,11,,Federalist,,,,,,,,,,,,D000087,,,,,,403224,,,,2369,William Davidson (congressman)
De Witt,Jacob,Hasbrouck,,,,1784-10-02,M,rep,NY,7,,Republican,,,,,,,,,,,,D000287,,,,,,403329,,,,2548,Jacob H. De Witt
Dowse,Edward,,,,,1756-10-22,M,rep,MA,13,,Republican,,,,,,,,,,,,D000477,,,,,,403586,,,,2709,Edward Dowse
Earle,Elias,,,,,1762-06-19,M,rep,SC,7,,Republican,,,,,,,,,,,,E000007,,,,,,403703,,,,2813,Elias Earle
Elliott,John,,,,,1773-10-24,M,sen,GA,,3,Republican,,,,,,,,,,,,E000124,,,,,,403815,,,,2913,John Elliott (Georgia politician)
Ervin,James,,,,,1778-10-17,M,rep,SC,3,,Republican,,,,,,,,,,,,E000209,,,,,,403896,,,,2985,James Ervin (politician)
Fay,John,,,,,1773-02-10,M,rep,NY,14,,Republican,,,,,,,,,,,,F000052,,,,,,404012,,,,3086,John Fay (politician)
Folger,Walter,,Jr.,,,1765-06-12,M,rep,MA,9,,Republican,,,,,,,,,,,,F000242,,,,,,404196,,,,3252,Walter Folger Jr.
Ford,William,Donnison,,,,,M,rep,NY,18,,Republican,,,,,,,,,,,,F000269,,,,,,404221,,,,3274,William Donnison Ford
Fullerton,David,,,,,1772-10-04,M,rep,PA,5,,Republican,,,,,,,,,,,,F000416,,,,,,404358,,,,3403,David Fullerton
Gray,John,Cowper,,,,,M,rep,VA,20,,Republican,,,,,,,,,,,,G000398,,,,,,404748,,,,3767,John C. Gray
Gross,Ezra,Carter,,,,1787-07-11,M,rep,NY,12,,Republican,,,,,,,,,,,,G000494,,,,,,404839,,,,3852,Ezra C. Gross
Guyon,James,,Jr.,,,1778-12-24,M,rep,NY,1,,Republican,,,,,,,,,,,,G000539,,,,,,404882,,,,3886,James Guyon Jr.
Hackley,Aaron,,Jr.,,,1783-05-06,M,rep,NY,17,,Republican,,,,,,,,,,,,H000006,,,,,,404891,,,,3896,Aaron Hackley Jr.
Hall,George,,,,,1770-05-12,M,rep,NY,19,,Republican,,,,,,,,,,,,H000051,,,,,,404936,,,,3938,George Hall (New York politician)
Hall,Willard,,,,,1780-12-24,M,rep,DE,0,,Republican,,,,,,,,,,,,H000076,,,,,,404959,,,,3958,Willard Hall
Hazard,Nathaniel,,,,,,M,rep,RI,-1,,Republican,,,,,,,,,,,,H000415,,,,,,405281,,,,4253,Nathaniel Hazard
Herrick,Samuel,,,,,1779-04-14,M,rep,OH,4,,Republican,,,,,,,,,,,,H000542,,,,,,405404,,,,4366,Samuel Herrick (politician)
Hibshman,Jacob,,,,,1772-01-31,M,rep,PA,3,,Republican,,,,,,,,,,,,H000558,,,,,,405420,,,,4381,Jacob Hibshman
Hiester,Joseph,,,,,1752-11-18,M,rep,PA,7,,Republican,,,,,,,,,,,,H000574,,,,,,405436,,,,4394,Joseph Hiester
Hostetter,Jacob,,,,,1754-05-09,M,rep,PA,4,,Republican,,,,,,,,,,,,H000806,,,,,,405655,,,,4596,Jacob Hostetter
Johnson,James,,,,,,M,rep,VA,20,,Republican,,,,,,,,,,,,J000142,,,,,,412058,,,,4964,James Johnson (Virginia congressman)
Kendall,Jonas,,,,,1757-10-27,M,rep,MA,12,,Federalist,,,,,,,,,,,,K000093,,,,,,406261,,,,5167,Jonas Kendall
King,Rufus,,,,,1755-03-24,M,sen,NY,,3,Federalist,,,,,,,,,,,,K000212,,,,,,406372,,,,5270,Rufus King
Kinsey,Charles,,,,,,M,rep,NJ,-1,,Republican,,,,,,,,,,,,K000227,,,,,,406386,,,,5284,Charles Kinsey
Kinsley,Martin,,,,,1754-06-02,M,rep,MA,17,,Republican,,,,,,,,,,,,K000230,,,,,,406389,,,,5287,Martin Kinsley
Lanman,James,,,,,1767-06-14,M,sen,CT,,3,Republican,,,,,,,,,,,,L000083,,,,,,406592,,,,5465,James Lanman
Linn,John,,,,,1763-12-03,M,rep,NJ,-1,,Republican,,,,,,,,,,,,L000337,,,,,,406830,,,,5688,John Linn (politician)
Logan,William,,,,,1776-12-08,M,sen,KY,,3,Republican,,,,,,,,,,,,L000405,,,,,,406896,,,,5748,William Logan (politician)
Lowrie,Walter,,,,,1784-12-10,M,sen,PA,,3,Republican,,,,,,,,,,,,L000485,,,,,,406973,,,,5817,Walter Lowrie (politician)
Lyman,Joseph,Stebbins,,,,1785-02-14,M,rep,NY,15,,Republican,,,,,,,,,,,,L000527,,,,,,407011,,,,5849,Joseph S. Lyman
Maclay,William,Plunkett,,,,1774-08-23,M,rep,PA,9,,Republican,,,,,,,,,,,,M000033,,,,,,407061,,,,5894,William Plunkett Maclay
Marchand,David,,,,,1776-12-10,M,rep,PA,11,,Republican,,,,,,,,,,,,M000124,,,,,,407148,,,,5976,David Marchand
Mason,Jonathan,,,,,1756-09-12,M,rep,MA,1,,Federalist,,,,,,,,,,,,M000221,,,,,,407239,,,,6058,Jonathan Mason (politician)
McCreary,John,,,,,,M,rep,SC,8,,Republican,,,,,,,,,,,,M000383,,,,,,412167,,,,6195,John McCreary
McCullough,Thomas,Grubb,,,,1785-04-20,M,rep,PA,5,,Federalist,,,,,,,,,,,,M000396,,,,,,407397,,,,6207,Thomas G. McCullough
McLean,Alney,,,,,1779-06-10,M,rep,KY,5,,Republican,,,,,,,,,,,,M000544,,,,,,407536,,,,6332,Alney McLean
Meigs,Henry,,,,,1782-10-28,M,rep,NY,2,,Republican,,,,,,,,,,,,M000632,,,,,,407619,,,,6407,Henry Meigs
Merrill,Orsamus,Cook,,,,1775-06-18,M,rep,VT,0,,Republican,,,,,,,,,,,,M000657,,,,,,407643,,,,6430,Orsamus Cook Merrill
Moore,Robert,,,,,1778-03-30,M,rep,PA,15,,Republican,,,,,,,,,,,,M000913,,,,,,407885,,,,6647,Robert Moore (Pennsylvania politician)
Morton,Marcus,,,,,1784-12-19,M,rep,MA,10,,Republican,,,,,,,,,,,,M001019,,,,,,407986,,,,6743,Marcus Morton
Moseley,Jonathan,Ogden,,,,1762-04-09,M,rep,CT,-1,,Republican,,,,,,,,,,,,M001023,,,,,,407990,,,,6746,Jonathan O. Moseley
Murray,John,,,,,,M,rep,PA,10,,Republican,,,,,,,,,,,,M001109,,,,,,408073,,,,6821,John Murray (congressman)
Parker,James,,,,,,M,rep,MA,18,,Republican,,,,,,,,,,,,P000060,,,,,,408470,,,,7194,James Parker (Massachusetts politician)
Parker,Severn,Eyre,,,,1787-07-19,M,rep,VA,13,,Republican,,,,,,,,,,,,P000072,,,,,,408482,,,,7205,Severn E. Parker
Parrott,John,Fabyan,,,,1767-08-08,M,sen,NH,,3,Republican,,,,,,,,,,,,P000084,,,,,,408494,,,,7216,John F. Parrott
Peek,Harmanus,,,,,1782-06-24,M,rep,NY,13,,Republican,,,,,,,,,,,,P000183,,,,,,408587,,,,7301,Harmanus Peek
Philson,Robert,,,,,,M,rep,PA,8,,Republican,,,,,,,,,,,,P000316,,,,,,408715,,,,7421,Robert Philson
Pinckney,Charles,,,,,1757-10-26,M,rep,SC,1,,Republican,,,,,,,,,,,,P000354,,,,,,408751,,,,7455,Charles Pinckney (governor)
Pindall,James,,,,,,M,rep,VA,1,,Federalist,,,,,,,,,,,,P000358,,,,,,412173,,,,7459,James Pindall
Pleasants,James,,,,,1769-10-24,M,sen,VA,,2,Republican,,,,,,,,,,,,P000386,,,,,,408780,,,,7486,James Pleasants
Quarles,Tunstall,,,,,,M,rep,KY,9,,Republican,,,,,,,,,,,,Q000005,,,,,,412176,,,,7667,Tunstall Quarles
Richards,Mark,,,,,1760-07-15,M,rep,VT,0,,Republican,,,,,,,,,,,,R000217,,,,,,409193,,,,7872,Mark Richards (politician)
Richmond,Jonathan,,,,,1774-07-31,M,rep,NY,20,,Republican,,,,,,,,,,,,R000235,,,,,,409211,,,,7888,Jonathan Richmond
Ringgold,Samuel,,,,,1770-01-15,M,rep,MD,4,,Republican,,,,,,,,,,,,R000263,,,,,,409238,,,,7910,Samuel Ringgold (congressman)
Sage,Ebenezer,,,,,1755-08-16,M,rep,NY,-1,,Republican,,,,,,,,,,,,S000012,,,,,,409532,,,,8173,Ebenezer Sage
Sampson,Zabdiel,,,,,1781-08-22,M,rep,MA,8,,Republican,,,,,,,,,,,,S000026,,,,,,409545,,,,8190,Zabdiel Sampson
Settle,Thomas,,,,,1789-03-09,M,rep,NC,9,,Republican,,,,,,,,,,,,S000254,,,,,,409754,,,,8370,"Thomas Settle (North Carolina, 15th–16th Congress)"
Shaw,Henry,,,,,,M,rep,MA,7,,Republican,,,,,,,,,,,,S000307,,,,,,409805,,,,8418,Henry Shaw (Massachusetts politician)
Simkins,Eldred,,,,,1779-08-30,M,rep,SC,6,,Republican,,,,,,,,,,,,S000414,,,,,,409908,,,,8513,Eldred Simkins
Slocumb,Jesse,,,,,,M,rep,NC,4,,Federalist,,,,,,,,,,,,S000497,,,,,,409984,,,,8585,Jesse Slocumb
Smith,Ballard,,,,,,M,rep,VA,7,,Republican,,,,,,,,,,,,S000516,,,,,,412099,,,,8602,Ballard Smith (Virginia politician)
Smith,Bernard,,,,,1776-07-05,M,rep,NJ,-1,,Republican,,,,,,,,,,,,S000518,,,,,,410002,,,,8603,Bernard Smith (New Jersey politician)
Smith,James,Strudwick,,,,1790-10-15,M,rep,NC,8,,Republican,,,,,,,,,,,,S000559,,,,,,410041,,,,8642,James Strudwick Smith
Southard,Henry,,,,,1747-10-07,M,rep,NJ,-1,,Republican,,,,,,,,,,,,S000685,,,,,,410156,,,,8748,Henry Southard
Stevens,James,,,,,1768-07-04,M,rep,CT,-1,,Republican,,,,,,,,,,,,S000882,,,,,,410344,,,,8912,James Stevens (Connecticut politician)
Street,Randall,S.,,,,,M,rep,NY,4,,Federalist,,,,,,,,,,,,S001002,,,,,,410460,,,,9022,Randall S. Street
Strong,William,,,,,,M,rep,VT,0,,Republican,,,,,,,,,,,,S001022,,,,,,410478,,,,9040,William Strong (Vermont politician)
Strother,George,French,,,,,M,rep,VA,10,,Republican,,,,,,,,,,,,S001023,,,,,,410480,,,,9042,George Strother
Tarr,Christian,,,,,1765-05-25,M,rep,PA,13,,Republican,,,,,,,,,,,,T000042,,,,,,410630,,,,9180,Christian Tarr
Taylor,Waller,,,,,,M,sen,IN,,3,Republican,,,,,,,,,,,,T000102,,,,,,410685,,,,9233,Waller Taylor
Terrell,William,,,,,,M,rep,GA,-1,,Republican,,,,,,,,,,,,T000132,,,,,,410714,,,,9261,William Terrell
Tompkins,Caleb,,,,,1759-12-22,M,rep,NY,3,,Republican,,,,,,,,,,,,T000303,,,,,,410876,,,,9414,Caleb Tompkins
Trimble,William,Allen,,,,1786-04-04,M,sen,OH,,3,Republican,,,,,,,,,,,,T000377,,,,,,410946,,,,9477,William A. Trimble
Walker,David,,,,,,M,rep,KY,6,,Republican,,,,,,,,,,,,W000048,,,,,,412114,,,,9737,David Walker (Kentucky politician)
Walker,Freeman,,,,,1780-10-25,M,sen,GA,,2,Republican,,,,,,,,,,,,W000052,,,,,,411231,,,,9740,Freeman Walker
Walker,John,Williams,,,,1783-08-12,M,sen,AL,,3,Republican,,,,,,,,,,,,W000061,,,,,,411240,,,,9749,John Williams Walker
Wallace,James,M.,,,,,M,rep,PA,3,,Republican,,,,,,,,,,,,W000078,,,,,,411257,,,,9764,James M. Wallace
Wendover,Peter,Hercules,,,,1768-08-01,M,rep,NY,2,,Republican,,,,,,,,,,,,W000293,,,,,,411457,,,,9951,Peter H. Wendover
Holmes,David,,,,,1769-03-10,M,sen,MS,,1,Republican,,,,,,,,,,,,H000735,,,,,,405586,,,,4532,David Holmes (politician)
Mills,Elijah,Hunt,,,,1776-12-01,M,sen,MA,,1,Adams,,,,,,,,,,,,M000774,,,,,,407752,,,,6528,Elijah H. Mills
Talbot,Isham,,,,,,M,sen,KY,,3,Republican,,,,,,,,,,,,T000017,,,,,,410607,,,,9159,Isham Talbot
Baldwin,Henry,,,,,1780-01-14,M,rep,PA,14,,Republican,,,,,,,,,,,,B000087,,,,,,401089,,Henry Baldwin,,382,Henry Baldwin (judge)
Barber,Levi,,,,,1777-10-16,M,rep,OH,3,,Republican,,,,,,,,,,,,B000124,,,,,,401125,,,,417,Levi Barber
Barbour,James,,,,,1775-06-10,M,sen,VA,,1,Republican,,,,,,,,,,,,B000127,,,,,,401128,,,,420,James Barbour
Barstow,Gideon,,,,,1783-09-07,M,rep,MA,2,,Republican,,,,,,,,,,,,B000195,,,,,,401194,,,,481,Gideon Barstow
Bates,James,Woodson,,,,1788-08-25,M,rep,AR,-1,,,,,,,,,,,,,,B000235,,,,,,401230,,,,,James Woodson Bates
Bayly,Thomas,,,,,1775-09-13,M,rep,MD,8,,Federalist,,,,,,,,,,,,B000258,,,,,,401252,,,,533,Thomas Bayly (Maryland politician)
Bigelow,Lewis,,,,,1785-08-18,M,rep,MA,12,,Federalist,,,,,,,,,,,,B000455,,,,,,401440,,,,705,Lewis Bigelow
Blackledge,William,Salter,,,,,M,rep,NC,4,,Republican,,,,,,,,,,,,B000512,,,,,,401490,,,,755,William Salter Blackledge
Boardman,Elijah,,,,,1760-03-07,M,sen,CT,,1,Republican,,,,,,,,,,,,B000577,,,,,,401548,,,,810,Elijah Boardman
Borland,Charles,,Jr.,,,1786-06-29,M,rep,NY,6,,Republican,,,,,,,,,,,,B000641,,,,,,401606,,,,864,Charles Borland Jr.
Breckinridge,James,Douglas,,,,,M,rep,KY,8,,Republican,,,,,,,,,,,,B000786,,,,,,412019,,,,993,James D. Breckinridge
Bryan,Henry,Hunter,,,,1786-02-23,M,rep,TN,6,,Republican,,,,,,,,,,,,B000986,,,,,,401938,,,,1171,Henry Hunter Bryan
Bullock,Wingfield,,,,,,M,rep,KY,-1,,Republican,,,,,,,,,,,,B001054,,,,,,412021,,,,,Wingfield Bullock
Burrows,Daniel,,,,,1766-10-26,M,rep,CT,-1,,Republican,,,,,,,,,,,,B001140,,,,,,402083,,,,1308,Daniel Burrows
Butler,Josiah,,,,,1779-12-04,M,rep,NH,-1,,Republican,,,,,,,,,,,,B001181,,,,,,402123,,,,1342,Josiah Butler
Campbell,Samuel,,,,,1773-07-11,M,rep,NY,15,,Republican,,,,,,,,,,,,C000099,,,,,,402253,,,,1464,Samuel Campbell (American politician)
Cannon,Newton,,,,,1781-05-22,M,rep,TN,5,,Republican,,,,,,,,,,,,C000123,,,,,,402274,,,,1485,Newton Cannon
Chambers,David,,,,,1780-11-25,M,rep,OH,4,,Republican,,,,,,,,,,,,C000281,,,,,,402424,,,,1626,David Chambers (congressman)
Colden,Cadwallader,David,,,,1769-04-04,M,rep,NY,1,,Federalist,,,,,,,,,,,,C000604,,,,,,402733,,,,1918,Cadwallader D. Colden
Conkling,Alfred,,,,,1789-10-12,M,rep,NY,14,,Republican,,,,,,,,,,,,C000679,,,,,,402805,,,,1982,Alfred Conkling
Cosden,Jeremiah,,,,,1821-03-04,M,rep,MD,6,,Republican,,,,,,,,,,,,C000792,,,,,,402912,,,,2079,Jeremiah Cosden
Crudup,Josiah,,,,,1791-01-13,M,rep,NC,8,,Republican,,,,,,,,,,,,C000953,,,,,,403065,,,,2220,Josiah Crudup
Dane,Joseph,,,,,1778-10-25,M,rep,ME,1,,Federalist,,,,,,,,,,,,D000026,,,,,,403167,,,,2318,Joseph Dane
Darlington,William,,,,,1782-04-28,M,rep,PA,2,,Republican,,,,,,,,,,,,D000059,,,,,,403198,,,,2343,William Darlington
De Wolf,James,,,,,1764-03-18,M,sen,RI,,1,Republican,,,,,,,,,,,,D000295,,,,,,403330,,,,2549,James DeWolf
Denison,George,,,,,1790-02-22,M,rep,PA,10,,Republican,,,,,,,,,,,,D000238,,,,,,403376,,,,2498,George Denison (American politician)
Duncan,James,,,,,,M,rep,PA,-1,,,,,,,,,,,,,,D000531,,,,,,403639,,,,,James Duncan (Pennsylvania politician)
Eustis,William,,,,,1753-06-10,M,rep,MA,13,,Republican,,,,,,,,,,,,E000230,,,,,,403915,,,,3001,William Eustis
Findlay,William,,,,,1768-06-20,M,sen,PA,,1,Jackson,,,,,,,,,,,,F000122,,,,,,404078,,,,3146,William Findlay (governor)
Forrest,Thomas,,,,,,M,rep,PA,1,,Federalist,,,,,,,,,,,,F000281,,,,,,404231,,,,3284,Thomas Forrest (politician)
Gebhard,John,,,,,1782-02-22,M,rep,NY,13,,Federalist,,,,,,,,,,,,G000114,,,,,,404486,,,,3521,John Gebhard
Gross,Samuel,,,,,1776-11-10,M,rep,PA,2,,Republican,,,,,,,,,,,,G000496,,,,,,404841,,,,3854,Samuel Gross (politician)
Harris,Mark,,,,,1779-01-27,M,rep,ME,2,,Republican,,,,,,,,,,,,H000248,,,,,,405126,,,,4109,Mark Harris (Maine politician)
Hawkes,James,,,,,1776-12-13,M,rep,NY,15,,Republican,,,,,,,,,,,,H000366,,,,,,405235,,,,4211,James Hawkes (congressman)
Hernández,Joseph,Marion,,,,1788-05-26,M,rep,FL,-1,,,,,,,,,,,,,,H000533,,,,,,405395,,,,,Joseph Marion Hernández
Hill,Mark,Langdon,,,,1772-06-30,M,rep,ME,3,,Republican,,,,,,,,,,,,H000602,,,,,,405463,,,,4419,Mark Langdon Hill
Hubbard,Thomas,Hill,,,,1781-12-05,M,rep,NY,17,,Republican,,,,,,,,,,,,H000890,,,,,,405736,,,,4674,Thomas H. Hubbard
Jackson,Edward,Brake,,,,1793-01-25,M,rep,VA,1,,Republican,,,,,,,,,,,,J000010,,,,,,405917,,,,4848,Edward B. Jackson
Jones,Francis,,,,,,M,rep,TN,3,,Republican,,,,,,,,,,,,J000218,,,,,,412059,,,,5029,Francis Jones (American politician)
Jones,James,,,,,1772-12-11,M,rep,VA,19,,Republican,,,,,,,,,,,,J000228,,,,,,406121,,,,5039,James Jones (Virginia politician)
Keyes,Elias,,,,,1758-04-14,M,rep,VT,4,,Republican,,,,,,,,,,,,K000160,,,,,,406324,,,,5226,Elias Keyes
Kirkland,Joseph,,,,,1770-01-18,M,rep,NY,16,,Federalist,,,,,,,,,,,,K000235,,,,,,406394,,,,5292,Joseph Kirkland (congressman)
Lowndes,William,,,,,1782-02-11,M,rep,SC,2,,Republican,,,,,,,,,,,,L000483,,,,,,406971,,,,5815,William Lowndes (congressman)
McCarty,Richard,,,,,1780-02-19,M,rep,NY,8,,Republican,,,,,,,,,,,,M000321,,,,,,407332,,,,6140,Richard McCarty (politician)
McSherry,James,,,,,1776-07-29,M,rep,PA,5,,Federalist,,,,,,,,,,,,M000602,,,,,,407591,,,,6384,James McSherry (Pennsylvania politician)
Milnor,William,,,,,1769-06-26,M,rep,PA,1,,Federalist,,,,,,,,,,,,M000786,,,,,,407764,,,,6539,William Milnor
Montgomery,Thomas,,,,,,M,rep,KY,9,,Republican,,,,,,,,,,,,M000872,,,,,,407844,,,,6607,Thomas Montgomery (American politician)
Moore,Samuel,,,,,1774-02-08,M,rep,PA,6,,Republican,,,,,,,,,,,,M000916,,,,,,407888,,,,6650,Samuel Moore (congressman)
Moore,Thomas,Love,,,,,M,rep,VA,10,,Republican,,,,,,,,,,,,M000920,,,,,,412079,,,,6654,Thomas Love Moore
Murray,Thomas,,Jr.,,,,M,rep,PA,10,,Republican,,,,,,,,,,,,M001115,,,,,,408078,,,,6825,Thomas Murray Jr.
Nelson,Hugh,,,,,1768-09-30,M,rep,VA,22,,Republican,,,,,,,,,,,,N000035,,,,,,408125,,,,6865,Hugh Nelson (Virginia politician)
Nelson,John,,,,,1791-06-01,M,rep,MD,4,,Republican,,,,,,,,,,,,N000037,,,,,,408127,,,,6867,John Nelson (lawyer)
New,Anthony,,,,,,M,rep,KY,5,,Republican,,,,,,,,,,,,N000058,,,,,,408146,,,,6886,Anthony New
Overstreet,James,,,,,1773-02-11,M,rep,SC,4,,Republican,,,,,,,,,,,,O000142,,,,,,408393,,,,7122,James Overstreet
Patterson,Walter,,,,,,M,rep,NY,5,,Federalist,,,,,,,,,,,,P000131,,,,,,412085,,,,7256,Walter Patterson (U.S. politician)
Phillips,John,,,,,,M,rep,PA,3,,Federalist,,,,,,,,,,,,P000310,,,,,,412086,,,,7414,John Phillips (Pennsylvania politician)
Pierson,Jeremiah,Halsey,,,,1766-09-13,M,rep,NY,3,,Republican,,,,,,,,,,,,P000342,,,,,,408739,,,,7444,Jeremiah H. Pierson
Pinkney,William,,,,,1764-03-17,M,sen,MD,,1,Republican,,,,,,,,,,,,P000362,,,,,,408758,,,,7463,William Pinkney
Reed,Philip,,,,,,M,rep,MD,6,,Republican,,,,,,,,,,,,R000125,,,,,,409104,,,,7792,Philip Reed (politician)
Reid,Robert,Raymond,,,,1789-09-08,M,rep,GA,-1,,Republican,,,,,,,,,,,,R000151,,,,,,409128,,,,7813,Robert R. Reid
Rhea,John,,,,,,M,rep,TN,1,,Republican,,,,,,,,,,,,R000181,,,,,,409157,,,,7838,John Rhea
Robertson,George,,,,,1790-11-18,M,rep,KY,-1,,Republican,,,,,,,,,,,,R000322,,,,,,409293,,,,7962,George Robertson (congressman)
Ruggles,Charles,Herman,,,,1789-02-10,M,rep,NY,7,,Federalist,,,,,,,,,,,,R000501,,,,,,409460,,,,8108,Charles H. Ruggles
Russ,John,,,,,1767-10-29,M,rep,CT,-1,,Republican,,,,,,,,,,,,R000519,,,,,,409477,,,,8122,John Russ (politician)
Russell,Jonathan,,,,,1771-02-27,M,rep,MA,11,,Republican,,,,,,,,,,,,R000531,,,,,,409489,,,,8133,Jonathan Russell
Sibley,Solomon,,,,,1769-10-07,M,rep,MI,-1,,,,,,,,,,,,,,S000400,,,,,,409894,,,,,Solomon Sibley
Smith,John,Speed,,,,1792-07-01,M,rep,KY,7,,Republican,,,,,,,,,,,,S000575,,,,,,410057,,,,8656,John Speed Smith
Spencer,Elijah,,,,,,M,rep,NY,21,,Republican,,,,,,,,,,,,S000722,,,,,,410191,,,,8782,Elijah Spencer
Sterling,Micah,,,,,1784-11-05,M,rep,NY,18,,Federalist,,,,,,,,,,,,S000871,,,,,,410333,,,,8901,Micah Sterling
Tuthill,Selah,,,,,1771-10-26,M,rep,NY,-1,,,,,,,,,,,,,,T000438,,,,,,411006,,,,,Selah Tuthill
Upham,Nathaniel,,,,,1774-06-09,M,rep,NH,-1,,Republican,,,,,,,,,,,,U000024,,,,,,411047,,,,9569,Nathaniel Upham
Van Rensselaer,Solomon,Van Vechten,,,,1774-08-06,M,rep,NY,9,,Federalist,,,,,,,,,,,,V000055,,,,,,411097,,,,9631,Solomon Van Rensselaer
Van Swearingen,Thomas,,,,,1784-05-05,M,rep,VA,2,,Federalist,,,,,,,,,,,,V000059,,,,,,411101,,,,9635,Thomas Van Swearingen
