bioguide,thomas,govtrack,id,address,building,city,fax,hours,phone,state,suite,zip,latitude,longitude
C001049,01654,400074,C001049-st__louis,111 S. 10th St.,,St. Louis,314-367-1341,,314-367-1970,MO,Suite 24.344,63102,38.6254195,-90.1970195
C001049,01654,400074,C001049-st__louis-1,6830 Gravois,,St. Louis,314-669-9398,,314-669-9393,MO,,63116,38.5704092,-90.28441289999999
C001051,01752,400068,C001051-round_rock,1717 North IH 35,,Round Rock,,,512-246-1600,TX,Suite 303,78664,30.5234565,-97.688835
C001051,01752,400068,C001051-temple,6544B S. General Bruce Drive,,Temple,,,254-933-1392,TX,,76502,31.0718016,-97.4233588
C001053,01742,400077,C001053-lawton,711 SW. D Ave.,,Lawton,580-357-7477,,580-357-2131,OK,Suite 201,73501,34.6044481,-98.3995211
C001053,01742,400077,C001053-norman,2424 Springer Dr.,,Norman,405-321-7369,,405-329-6500,OK,Suite 201,73069,35.2053158,-97.47880409999999
C001053,01742,400077,C001053-ada,100 E. 13th St.,,Ada,580-436-5451,,580-436-5375,OK,Suite 213,74820,34.7723614,-96.6790693
C001056,01692,300027,C001056-austin,221 W. Sixth St.,Chase Tower,Austin,512-469-6020,,512-469-6034,TX,Suite 1530,78701,30.2681008,-97.7448471
C001056,01692,300027,C001056-dallas,5001 Spring Valley Rd.,,Dallas,972-239-2110,,972-239-1310,TX,Suite 1125 E,75244,32.9400414,-96.82359749999999
C001056,01692,300027,C001056-harlingen,222 E. Van Buren,,Harlingen,956-423-0193,,956-423-0162,TX,Suite 404,78550,26.1914148,-97.69402009999999
C001056,01692,300027,C001056-houston,5300 Memorial Dr.,,Houston,,,713-572-3337,TX,Suite 980,77007,29.7620629,-95.41595319999999
C001056,01692,300027,C001056-lubbock,1500 Broadway,Wells Fargo Center,Lubbock,806-472-7536,,806-472-7533,TX,Suite 1230,79401,33.5849492,-101.8519083
C001056,01692,300027,C001056-san_antonio,600 Navarro,,San Antonio,210-224-8569,,210-224-7485,TX,Suite 210,78205,29.4267857,-98.48957639999999
C001056,01692,300027,C001056-tyler,100 E. Ferguson St.,Regions Bank Building,Tyler,903-593-0920,,903-593-0902,TX,Suite 1004,75702,32.3522862,-95.30028709999999
C001059,01774,400618,C001059-fresno,855 M St.,,Fresno,,,559-495-1620,CA,Suite 940,93721,36.7345489,-119.7858717
C001059,01774,400618,C001059-merced,2222 M St.,,Merced,,,209-384-1620,CA,Suite 305,95340,37.3070723,-120.4812216
C001061,01790,400639,C001061-higginsville,1923 Main St,,Higginsville,660-584-7227,Mon-Fri 8-5:00pm,660-584-7373,MO,,64037,39.0754557,-93.7170832
C001061,01790,400639,C001061-independence,211 W. Maple Ave.,,Independence,816-833-2991,M-F 9-6:00pm,816-833-4545,MO,,64050,39.0926561,-94.41765029999999
C001061,01790,400639,C001061-kansas_city,101 W. 31 St.,,Kansas City,816-471-5215,Mon-Fri 9:00am-6:00pm,816-842-4545,MO,,64108,39.070874,-94.587124
C001062,01805,400655,C001062-brownwood,501 Center Ave.,,Brownwood,325-646-2979,,325-646-1950,TX,,76801,31.7197496,-98.98361140000002
C001062,01805,400655,C001062-granbury,132 Houston St.,,Granbury,682-936-2567,,682-936-2577,TX,,76048,32.44305,-97.78790599999999
C001062,01805,400655,C001062-llano,104 W. Sandstone,County Annex,Llano,325-247-2676,,325-247-2826,TX,,78643,30.7492439,-98.6764682
C001062,01805,400655,C001062-midland,6 Desta Dr.,,Midland,432-687-0277,,432-687-2390,TX,Suite 2000,79705,32.0303053,-102.0856792
C001062,01805,400655,C001062-odessa,411 W. 8th St.,City Hall,Odessa,432-332-6538,,432-331-9667,TX,5th Floor,79761,31.848779,-102.3748667
C001062,01805,400655,C001062-san_angelo,33 E. Twohig,,San Angelo,325-659-4014,,325-659-4010,TX,Suite 307,76903,31.4614147,-100.4355616
C001063,01807,400657,C001063-laredo,602 E. Calton Rd.,,Laredo,956-725-2647,,956-725-0639,TX,Suite 2,78041,27.5423782,-99.4887937
C001063,01807,400657,C001063-mission,117 E. Tom Landry,,Mission,,(956) 424-3936,956-424-3942,TX,,78572,26.2161009,-98.32499899999999
C001063,01807,400657,C001063-rio_grande_city,100 N. F.M. 3167,,Rio Grande City,956-488-0952,,956-487-5603,TX,,78582,26.3834188,-98.85823049999999
C001063,01807,400657,C001063-san_antonio,615 E. Houston St.,,San Antonio,210-277-6671,,210-271-2851,TX,Suite 563,78205,29.4270611,-98.48622759999999
C001066,01839,412195,C001066-tampa,4144 N. Armenia Ave.,,Tampa,813-871-2864,8:30 a.m. - 5 p.m.,813-871-2817,FL,Suite 300,33607,27.9771817,-82.48520649999999
C001067,01864,412221,C001067-brooklyn,222 Lenox Rd.,,Brooklyn,718-287-1223,,718-287-1142,NY,Suites 1 & 2,11226,40.6536853,-73.9516805
C001068,01878,412236,C001068-memphis,167 N. Main St.,The Clifford Davis/Odell Horton Federal Building,Memphis,901-544-4329,Monday-Friday 8am-5pm CT,901-544-4131,TN,Suite 369,38103,35.1497482,-90.0517538
C001069,01836,412193,C001069-enfield,77 Hazard Ave.,Unit J,Enfield,860-741-6036,,860-741-6011,CT,,06082,41.9904484,-72.5723972
C001069,01836,412193,C001069-norwich,55 Main St.,,Norwich,860-886-2974,,860-886-0139,CT,Suite 250,06360,41.524272,-72.07896800000002
C001070,01828,412246,C001070-allentown,840 Hamilton St.,,Allentown,610-782-9474,,610-782-9470,PA,Suite 301,18101,40.6010783,-75.47499979999999
C001070,01828,412246,C001070-bellefonte,817 E. Bishop St.,,Bellefonte,814-357-0318,,814-357-0314,PA,Suite C,16823,40.9138418,-77.7641528
C001070,01828,412246,C001070-erie,17 S. Park Row.,,Erie,814-874-5084,,814-874-5080,PA,Suite B-150,16501,42.1289745,-80.08406889999999
C001070,01828,412246,C001070-harrisburg,200 N. Third St.,,Harrisburg,717-231-7542,,717-231-7540,PA,Suite 14A,17101,40.2619774,-76.8829619
C001070,01828,412246,C001070-philadelphia,2000 Market St.,,Philadelphia,215-405-9669,,215-405-9660,PA,Suite 610,19103,39.9532694,-75.1736461
C001070,01828,412246,C001070-pittsburgh,310 Grant St.,Grant Building,Pittsburgh,412-803-7379,,412-803-7370,PA,Suite 2415,15219,40.4376694,-79.99749159999999
C001070,01828,412246,C001070-scranton,417 Lackawanna Ave.,,Scranton,570-941-0937,,570-941-0930,PA,Suite 303,18503,41.4073687,-75.6654743
C001072,01889,412258,C001072-indianapolis,300 E. Fall Creek Pkwy N Dr.,,Indianapolis,317-283-6567,M-F 9-5:30pm,317-283-6516,IN,Suite 300,46205,39.8063243,-86.1513962
C001075,01925,412269,C001075-alexandria,3600 Jackson St.,,Alexandria,318-448-5175,,318-448-7176,LA,Suite 115A,71303,31.2852075,-92.47677350000001
C001075,01925,412269,C001075-baton_rouge,5555 Hilton Ave.,,Baton Rouge,225-929-7688,,225-929-7711,LA,Suite 100,70808,30.423884,-91.1325791
C001075,01925,412269,C001075-lake_charles,1 Lakeshore Dr.,,Lake Charles,337-493-5629,,337-493-5398,LA,Suite 1155,70629,30.2305579,-93.2196294
C001075,01925,412269,C001075-lafayette,101 La Rue France,,Lafayette,337-261-1490,,337-261-1400,LA,Suite 505,70508,30.1948666,-92.014654
C001075,01925,412269,C001075-metairie,3421 N. Causeway Blvd.,,Metairie,504-838-0133,,504-838-0130,LA,Suite 204,70002,30.0112259,-90.15417479999999
C001075,01925,412269,C001075-monroe,1651 Louisville Ave.,,Monroe,318-324-2197,,318-324-2111,LA,Suite 123,70201,32.5175209,-92.1087384
C001075,01925,412269,C001075-shreveport,6425 Youree Dr.,,Shreveport,318-798-6959,,318-798-3215,LA,Suite 415,71105,32.448457,-93.71986679999999
C001078,01959,412272,C001078-annandale,4115 Annandale Rd.,,Annandale,703-354-1284,,703-256-3071,VA,Suite 103,22003,38.8338994,-77.1967528
C001078,01959,412272,C001078-woodbridge,2241-D Tacketts Mill Drive,,Woodbridge,571-408-4708,,571-408-4407,VA,,22192,38.6752583,-77.2815925
C001080,01970,412379,C001080-claremont,415 W. Foothill Blvd.,,Claremont,909-399-0198,Only open Tuesdays and Thursdays,909-625-5394,CA,Suite 122,91711,34.1079585,-117.7212331
C001080,01970,412379,C001080-pasadena,527 S. Lake Ave.,,Pasadena,626-304-0132,,626-304-0110,CA,Suite 106,91101,34.1367185,-118.1327226
C001084,02055,412470,C001084-pawtucket,1070 Main St.,,Pawtucket,401-729-5608,Mon-Fri 8:30am-5:30pm,401-729-5600,RI,Suite 300,02860,41.8610791,-71.3986461
C001087,01989,412400,C001087-cabot,112 S. 1st,,Cabot,501-843-4955,Mon-Fri 8:00AM-5:00PM,501-843-3043,AR,,72023,34.9730598,-92.0167235
C001087,01989,412400,C001087-jonesboro,2400 Highland Dr.,,Jonesboro,870-203-0542,Mon-Fri 8:00AM-5:00PM CT,870-203-0540,AR,Suite 300,72401,35.8220219,-90.6760171
C001087,01989,412400,C001087-mountain_home,1001 Highway 62 E,,Mountain Home,870-424-3149,Mon-Fri 8:00AM-5:00PM CT,870-424-2075,AR,Suite 9,72653,36.3499306,-92.3707731
C001088,01984,412390,C001088-dover,500 W. Loockerman St.,,Dover,302-736-5609,,302-736-5601,DE,Suite 450,19904,39.15666239999999,-75.5311574
C001088,01984,412390,C001088-wilmington,1105 N. Market St.,,Wilmington,302-573-6351,,302-573-6345,DE,Suite 100,19801-1233,39.7473432,-75.5471367
C001090,02159,412571,C001090-easton,400 Northampton St.,,Easton,610-252-3257,Mon-Fri 9am-5pm,484-546-0776,PA,Suite 307,18042,40.6908081,-75.2111997
C001090,02159,412571,C001090-pottsville,121 Progress Ave.,,Pottsville,570-622-2902,"9:00am - 5:00pm, M-F",570-624-0140,PA,Suite 310,17901,40.6864175,-76.1950516
C001090,02159,412571,C001090-scranton,226 Wyoming Ave.,,Scranton,570-341-1055,"9:00am - 5:00pm, M-F",570-341-1050,PA,,18503,41.4093981,-75.66439729999999
C001090,02159,412571,C001090-wilkes_barre,20 N. Pennsylvania Ave.,,Wilkes-Barre,,"Tuesday and Thursday, 9:00am - 5:00pm",570-371-0317,PA,Suite 201,18711,41.2441677,-75.87917089999999
C001091,02163,412576,C001091-san_antonio,727 E. Chavez Blvd.,,San Antonio,210-979-0737,"Monday-Friday, 9:00 am- 6:00 pm CT",210-348-8216,TX,Suite B-128,78206,29.4175269,-98.4846276
C001092,02151,412563,C001092-geneseo,128 Main St.,,Geneseo,585-519-4009,"M 9-6, T-F 9-5",585-519-4002,NY,,14454,42.794794,-77.817404
C001092,02151,412563,C001092-williamsville,2813 Wehrle Dr.,,Williamsville,716-631-7610,"M 9-6, T-F 9-5",716-634-2324,NY,Suite 13,14221,42.9552643,-78.6780537
C001093,02121,412531,C001093-gainesville,210 Washington St. NW,,Gainesville,770-297-3390,,770-297-3388,GA,Suite 202,30501,34.299434,-83.8282158
C001094,02103,412513,C001094-apple_valley,14955 Dale Evans Parkway,Apple Valley Town Hall,Apple Valley,,9:00am - 5:00pm,760-247-1815,CA,,92307,34.5243014,-117.2144307
C001094,02103,412513,C001094-yucaipa,34282 Yucaipa Boulevard,,Yucaipa,,,909-797-4900,CA,,92399,34.0344717,-117.0567352
C001095,02098,412508,C001095-el_dorado,106 W. Main St.,,El Dorado,870-864-8571,,870-864-8582,AR,Suite 410,71730,33.2120448,-92.664046
C001095,02098,412508,C001095-jonesboro,300 S. Church,,Jonesboro,870-933-6596,,870-933-6223,AR,Suite 338,72401,35.8404281,-90.70368549999999
C001095,02098,412508,C001095-little_rock,1401 W. Capitol Ave.,,Little Rock,501-223-9105,,501-223-9081,AR,Suite 235,72201,34.7456872,-92.2865752
C001095,02098,412508,C001095-springdale,1108 S. Old Missouri Rd.,,Springdale,479-927-1092,,479-751-0879,AR,Suite B,72764,36.17457100000001,-94.1176151
C001096,02144,412555,C001096-bismarck,220 E. Rosser Ave.,328 Federal Building,Bismarck,701-224-0431,M-F 8-5:00pm,701-224-0355,ND,,58501,46.80901129999999,-100.7882597
C001096,02144,412555,C001096-fargo,3217 Fiechtner Dr.,,Fargo,701-356-2217,,701-356-2216,ND,Suite D,58103,46.8653775,-96.83148949999999
C001096,02144,412555,C001096-grand_forks,4200 James Ray Dr.,,Grand Forks,,,701-738-4880,ND,Office 600,58202,47.921087,-97.090537
C001096,02144,412555,C001096-minot,315 Main St.,,Minot,,,701-839-0255,ND,Suite 203,58701,48.23281009999999,-101.2926299
C001097,02107,412517,C001097-panorama_city,9612 Van Nuys Blvd.,,Panorama City,818-221-3809,,818-221-3718,CA,Suite 201,91402,34.2449325,-118.4495976
C001098,02175,412573,C001098-austin,300 E 8th,,Austin,512-916-5839,,512-916-5834,TX,Suite 961,78701,30.269401,-97.7390867
C001098,02175,412573,C001098-dallas,3626 N. Hall St.,Lee Park Tower II,Dallas,214-361-3518,,214-599-8749,TX,Suite 410,75219,32.8092691,-96.8059281
C001098,02175,412573,C001098-houston,1919 Smith St.,The Mickey Leland Federal Building,Houston,713-209-3459,,713-718-3057,TX,Suite 9047,77002,29.758844,-95.3650242
C001098,02175,412573,C001098-mcallen,200 S. 10th St.,,McAllen,,,956-686-7339,TX,Suite 1603,78501,26.2019273,-98.2313667
C001098,02175,412573,C001098-san_antonio,9901 Ih-10w,,San Antonio,210-349-6753,,210-340-2885,TX,Suite 950,78230,29.533858,-98.5619881
C001098,02175,412573,C001098-tyler,305 S. Broadway,,Tyler,,,903-593-5130,TX,Suite 501,75702,32.3480097,-95.3009807
C001101,02196,412600,C001101-cambridge,701 Concord Ave.,,Cambridge,,Mon-Fri 9am-5:30pm,617-354-0292,MA,Suite 101,02138,42.390572,-71.151338
C001101,02196,412600,C001101-framingham,116 Concord St.,,Framingham,,M-F 9-5:30,508-319-9757,MA,Suite 1,01702,42.2787415,-71.41700349999999
C001103,02236,412622,C001103-brunswick,1510 Newcastle St.,,Brunswick,912-265-9013,,912-265-9010,GA,Suite 200,31520,31.149693,-81.49532
C001103,02236,412622,C001103-savannah,6602 Abercorn St.,,Savannah,912-352-0105,,912-352-0101,GA,Suite 105B,31405,32.017594,-81.11040299999999
C001108,,412676,C001108-paducah,300 S. 3rd St.,,Paducah,,,270-408-1865,KY,,42003,37.0851283,-88.595174
C001108,,412676,C001108-tompkinsville,200 N. Main St.,,Tompkinsville,,,270-487-9509,KY,Suite F,42167,36.7006713,-85.6929017
C001108,,412676,C001108-madisonville,67 North Main St.,,Madisonville,,Call to schedule appointment,270-487-9509,KY,,42431,37.3296043,-87.498937
C001109,,412732,C001109-casper,100 East B Street,,Casper,307-261-6597,,307-261-6595,WY,Room 4003,82602,42.8524124,-106.3248373
C001109,,412732,C001109-cheyenne,2120 Capitol Ave.,,Cheyenne,307-772-2597,,307-772-2595,WY,Suite 8005,82001,41.1374591,-104.8189674
C001109,,412732,C001109-gillette,300 S. Gillette Ave.,,Gillette,307-414-1711,,307-414-1677,WY,Suite 2001,82716,44.2920649,-105.5066014
C001109,,412732,C001109-sheridan,45 E. Loucks St.,,Sheridan,307-261-6597,,307-673-4608,WY,Suite 300 F,82801,44.7974845,-106.9548869
C001112,,412686,C001112-san_luis_obispo,1411 Marsh St.,,San Luis Obispo,805-439-3574,,805-546-8348,CA,Suite 205,93401,35.2838648,-120.6538213
C001112,,412686,C001112-santa_barbara,360 S. Hope Ave.,,Santa Barbara,,,805-546-8348,CA,Suite C-301,93105,34.434901,-119.746862
C001112,,412686,C001112-santa_maria,1619 S. Thornburg St.,,Santa Maria,,,805-730-1710,CA,,93458,34.434901,-120.4405464
D000096,01477,400093,D000096-chicago,2813-15 W. Fifth Ave.,,Chicago,773-533-7530,,773-533-7520,IL,,60612,41.8807415,-87.6990211
D000191,00279,400100,D000191-coos_bay,125 Central Ave.,,Coos Bay,541-269-5760,M-F 8:00am-5:00pm,541-269-2609,OR,Suite 350,97420,43.367748,-124.213429
D000191,00279,400100,D000191-eugene,405 E. 8th Ave.,,Eugene,541-465-6458,M-F 8:00am-5:00pm,541-465-6732,OR,#2030,97401,44.0516985,-123.0857882
D000191,00279,400100,D000191-roseburg,612 SE. Jackson St.,,Roseburg,,M-F 8:00am-5:00pm,541-440-3523,OR,Room 9,97470,43.2087597,-123.3445182
D000197,01479,400101,D000197-denver,600 Grant St.,,Denver,303-844-4996,M-F 8:00 - 5:00,303-844-4988,CO,Suite 202,80203,39.7260392,-104.9832743
D000216,00281,400103,D000216-new_haven,59 Elm St.,,New Haven,203-772-2260,,203-562-3718,CT,,06510,41.3080224,-72.92267679999999
D000399,00303,400111,D000399-austin,300 E. 8th St.,,Austin,,,512-916-5921,TX,Suite 763,78701,30.269401,-97.7390867
D000399,00303,400111,D000399-san_antonio,217 W. Travis St.,,San Antonio,,,210-704-1080,TX,,78205,29.427604,-98.4951151
D000482,00316,400114,D000482-coraopolis,1350 Fifth Ave.,,Coraopolis,,8:30 AM to 5:30 PM - This office is only open on the 1st and 3rd Wednesdays of the month.,412-264-3460,PA,,15108,40.5150506,-80.157861
D000482,00316,400114,D000482-mckeesport,627 Lysle Blvd.,,McKeesport,412-664-4053,8:30 AM to 5:30 PM,412-664-4049,PA,,15132,40.352477,-79.858547
D000482,00316,400114,D000482-penn_hills,11 Duff Rd.,,Penn Hills,412-241-6820,Mon-Fri 8:30am-5:30pm,412-241-6055,PA,,15235,40.4644937,-79.8281138
D000482,00316,400114,D000482-pittsburgh,2637 E. Carson St.,,Pittsburgh,412-390-2118,8:30 AM to 5:30 PM,412-390-1499,PA,,15203,40.4273525,-79.9675163
D000563,00326,300038,D000563-carbondale,250 W. Cherry St.,,Carbondale,618-351-1124,8:30 am to 5:00 pm,618-351-1122,IL,Suite 115-D,62901,37.7233822,-89.21730319999999
D000563,00326,300038,D000563-chicago,230 S. Dearborn St.,,Chicago,312-353-0150,8:30 am to 5:00 pm,312-353-4952,IL,Suite 3892,60604,41.8784454,-87.63
D000563,00326,300038,D000563-rock_island,1504 Third Ave.,,Rock Island,309-786-5404,8:30 am to 4:30 pm,309-786-5173,IL,Suite 227,61201,41.5090535,-90.5782533
D000563,00326,300038,D000563-springfield,525 S. 8th St.,,Springfield,217-492-4382,8:30 am to 5:00 pm,217-492-4062,IL,,62703,39.7965137,-89.6451404
D000598,01641,400097,D000598-san_diego,2700 Adams Ave.,,San Diego,619-280-5311,,619-280-5353,CA,Suite 102,92116,32.7631233,-117.1348898
D000600,01717,400108,D000600-doral,8669 NW. 36th St.,,Doral,305-470-8575,M-F 9 am-5 pm,305-470-8555,FL,Suite 100,33166,25.8109245,-80.3361915
D000600,01717,400108,D000600-naples,4715 Golden Gate Pkwy.,,Naples,239-348-3569,Mon-Fri 9am-5pm,239-348-1620,FL,Suite 1,34116,26.1833954,-81.70380209999999
D000610,01976,412385,D000610-boca_raton,7900 Glades Rd.,,Boca Raton,,,561-470-5440,FL,Suite 250,33434,26.365483,-80.1673666
D000610,01976,412385,D000610-coral_springs,1300 Coral Springs Dr.,,Coral Springs,,By appointment only.,954-255-8336,FL,,33071,26.2459273,-80.2697548
D000610,01976,412385,D000610-fort_lauderdale,111 East Las Olas Blvd.,,Fort Lauderdale,,By appointment only.,,FL,,33301,26.1194405,-80.1439123
D000610,01976,412385,D000610-margate,5790 Margate Blvd.,,Margate,,By appointment only.,954-972-6454,FL,,33063,26.2420954,-80.2050177
D000614,02072,412488,D000614-hayward,15569 Railroad St.,,Hayward,,By appointment only,715-392-3984,WI,Suite 302,54843,46.0165948,-91.4772284
D000614,02072,412488,D000614-hudson,502 2nd St.,,Hudson,715-808-8167,By appointment only,715-808-8160,WI,Suite 202,54016,44.9750352,-92.7566503
D000614,02072,412488,D000614-wausau,208 Grand Ave.,,Wausau,715-298-9348,Monday-Friday 8:00AM-5:00PM,715-298-9344,WI,,54403,44.955171,-89.624724
D000615,02057,412472,D000615-anderson,303 W. Beltline Blvd.,,Anderson,864-225-7049,Mon-Fri 8:30am - 5:00 pm,864-224-7401,SC,,29625,34.5490603,-82.6746057
D000615,02057,412472,D000615-clinton,100 Plaza Circle,,Clinton,864-681-1030,Monday-Friday 9:00AM-5:00PM Closed on Federal Holidays,864-681-1028,SC,Suite A1,29325,34.4772923,-81.9380738
D000616,02062,412477,D000616-cleveland,301 Keith St.,,Cleveland,423-472-7800,By appointment only,423-472-7500,TN,Suite 212,37311,35.160062,-84.88402219999999
D000616,02062,412477,D000616-columbia,711 N. Garden St.,,Columbia,931-381-9945,By appointment only,931-381-9920,TN,,38401,35.61587,-87.035826
D000616,02062,412477,D000616-murfreesboro,305 W. Main St.,,Murfreesboro,615-896-8218,By appointment only,615-896-1986,TN,,37130,35.8461158,-86.39409649999999
D000616,02062,412477,D000616-winchester,200 S. Jefferson St.,Federal Building,Winchester,931-962-3435,By appointment only,931-962-3180,TN,Suite 311,37398,35.1850086,-86.1112284
D000617,02096,412505,D000617-bothell,22121 17th Ave SE,"Canyon Park Business Center, Bldg E",Bothell,425-485-0083,M-F 8:30am-5pm,425-485-0085,WA,Suite 220,98021,47.7965458,-122.2097757
D000617,02096,412505,D000617-mount_vernon,204 W. Montgomery St.,,Mount Vernon,425-485-0083,,360-416-7879,WA,,98273,48.41949899999999,-122.3357879
D000618,02138,412549,D000618-billings,222 N. 32nd St.,,Billings,,,406-245-6822,MT,Suite 100,59101,45.7810512,-108.5125313
D000618,02138,412549,D000618-bozeman,13 S. Willson Ave.,,Bozeman,,,406-587-3446,MT,Suite 8,59718,45.6788798,-111.0390251
D000618,02138,412549,D000618-great_falls,104 4th Street North,,Great Falls,,,406-453-0148,MT,Suite 302,59401,47.5067244,-111.3009733
D000618,02138,412549,D000618-hardin,310 N Ctr.,,Hardin,,,406-665-4126,MT,,59034,45.731817,-107.606432
D000618,02138,412549,D000618-helena,30 W. 14th St.,,Helena,,,406-443-3189,MT,Suite 206,59601,46.596642,-112.036443
D000618,02138,412549,D000618-kalispell,40 2nd St East,KM Building,Kalispell,,,406-257-3765,MT,Suite 211,59901,48.19663569999999,-114.3118812
D000618,02138,412549,D000618-missoula,218 E. Front St.,,Missoula,,,406-549-8198,MT,Suite 103,59802,46.8699041,-113.9930208
D000618,02138,412549,D000618-sidney,609 S. Central Ave.,Central Plaza Building,Sidney,,,406-482-9010,MT,Suite #4,59270,47.7106368,-104.1606344
D000619,02126,412536,D000619-champaign,2004 Fox Dr.,,Champaign,217-403-4691,"Monday - Friday, 8:30am - 5:00pm",217-403-4690,IL,,61280,40.090932,-88.25012439999999
D000619,02126,412536,D000619-decatur,243 S. Water St.,,Decatur,217-791-6168,Mon-Fri 8:30am-5pm,217-791-6224,IL,Suite 100,62523,39.8396384,-88.954852
D000619,02126,412536,D000619-maryville,15 Professional Park Dr.,,Maryville,618-205-8662,"Monday-Friday, 8:30am-5:00pm",618-205-8660,IL,,62062,38.737077,-89.95489859999999
D000619,02126,412536,D000619-normal,104 W. North St.,,Normal,,By appointment only,309-252-8834,IL,,61761,40.5094581,-88.9846312
D000619,02126,412536,D000619-springfield,2833 S Grand Ave. East,,Springfield,217-791-6166,By appointment only,217-791-6224,IL,,62703,39.7888553,-89.6124109
D000619,02126,412536,D000619-taylorville,108 W. Market St.,,Taylorville,217-824-5121,"Monday - Friday, 8:30am - 5:00pm",217-824-5117,IL,,62568,39.5480891,-89.29549949999999
D000623,02227,412613,D000623-richmond,440 Civic Center Plz.,2nd Floor,Richmond,510-620-1005,,510-620-1000,CA,,94804,37.9367699,-122.3428337
D000623,02227,412613,D000623-walnut_creek,3100 Oak Road,,Walnut Creek,925-933-2677,,925-933-2660,CA,Suite 110,94597,37.9043441,-122.0583137
D000624,02251,412637,D000624-dearborn,19855 West Outer Drive,,Dearborn,,,313-278-2936,MI,Suite 103-E,48124,42.3034918,-83.2627983
D000624,02251,412637,D000624-ypsilanti,301 W. Michigan Ave.,,Ypsilanti,,,734-481-1100,MI,Suite 400,48197,42.24069780000001,-83.6164891
D000626,02296,412675,D000626-springfield,76 E. High St.,,Springfield,,"part-time, please call ahead",937-322-1120,OH,3rd Floor,45502,39.9237363,-83.80971939999999
D000626,02296,412675,D000626-troy,20 Dotcom Drive,,Troy,,,937-339-1524,OH,,45373,40.0578289,-84.2463325
D000626,02296,412675,D000626-west_chester,8857 Cincinnati-Dayton Rd.,,West Chester,,,513-779-5400,OH,Suite #102,45069,39.33175850000001,-84.4066223
D000627,,412696,D000627-orlando,2295 S. Hiawassee Rd.,,Orlando,,,321-388-9808,FL,Suite 301,32835,28.517804,-81.48186439999999
D000628,,412691,D000628-panama_city,840 W. 11th St.,,Panama City,850-763-3764,,850-785-0812,FL,Suite 2250,32401,30.167961,-85.67189499999999
D000628,,412691,D000628-tallahassee,300 S. Adams St.,,Tallahassee,850-891-8620,,850-891-8610,FL,,32301,30.4395286,-84.2826688
E000179,00344,400122,E000179-bronx,177 Dreiser Loop,,Bronx,718-320-2047,Monday-Friday 9 am - 5 pm,718-320-2314,NY,Rm 3,10475,40.8777838,-73.82924609999999
E000179,00344,400122,E000179-bronx-1,3655 Johnson Ave.,,Bronx,718-796-5134,Monday-Friday 9 am - 5 pm,718-796-9700,NY,,10463,40.8881337,-73.90958499999999
E000179,00344,400122,E000179-mt__vernon,6 Gramatan Ave.,,Mt. Vernon,914-699-3646,Monday-Friday 9 am - 5 pm,914-699-4100,NY,Suite 205,10550,40.9124845,-73.8376727
E000215,00355,400124,E000215-palo_alto,698 Emerson St.,,Palo Alto,650-323-3498,,650-323-2984,CA,,94301,37.4431725,-122.1606451
E000285,01542,300041,E000285-casper,100 E. B St.,Dick Cheney Federal Building,Casper,307-261-6574,,307-261-6572,WY,Suite 3201,82601,42.8524124,-106.3248373
E000285,01542,300041,E000285-cheyenne,2120 Capitol Ave.,Federal Center,Cheyenne,307-772-2480,,307-772-2477,WY,Suite 2007,82001,41.1374591,-104.8189674
E000285,01542,300041,E000285-cody,1285 Sheridan Ave.,,Cody,307-527-9476,,307-527-9444,WY,Suite 210,82414,44.52606979999999,-109.0624068
E000285,01542,300041,E000285-gillette,222 S. Gillette Ave.,,Gillette,307-682-6501,,307-682-6268,WY,Suite 503,82716,44.2924295,-105.5045976
E000285,01542,300041,E000285-jackson,1110 Maple Way,P.O. Box 12470,Jackson,307-739-9520,,307-739-9507,WY,Suite G,83002,43.47006589999999,-110.7872894
E000294,02253,412639,E000294-otsego,9201 Quaday Ave. NE,,Otsego,763-241-7955,,763-241-6848,MN,Suite 206,55330,45.2839958,-93.5648066
E000295,02283,412667,E000295-cedar_rapids,111 Seventh Ave. SE,,Cedar Rapids,319-365-4683,8am-5pm CT,319-365-4504,IA,Suite 480,52401,41.9731139,-91.6645212
E000295,02283,412667,E000295-council_bluffs,8 S. Sixth St.,221 Federal Building,Council Bluffs,712-352-0087,Please call to schedule an appointment,712-352-1167,IA,,51501,41.2608863,-95.8525576
E000295,02283,412667,E000295-davenport,201 W. Second St.,,Davenport,563-322-0854,8am-5pm CT,563-322-0677,IA,Suite 806,52801,41.5213296,-90.5758645
E000295,02283,412667,E000295-des_moines,210 Walnut St.,733 Federal Building,Des Moines,515-284-4937,8am-5pm CT,515-284-4574,IA,,50309,41.5864152,-93.62015319999999
E000295,02283,412667,E000295-sioux_city,320 Sixth St.,194 Federal Building,Sioux City,712-252-1638,8am-5pm CT,712-252-1550,IA,,51101,42.4963261,-96.40758369999999
E000296,,412677,E000296-philadelphia,7174 Ogontz Ave.,,Philadelphia,215-276-2939,,215-276-0340,PA,,19138,40.063831,-75.153345
F000062,01332,300043,F000062-fresno,2500 Tulare St.,,Fresno,559-485-9689,9AM-5PM,559-485-7430,CA,Suite 4290,93721,36.7374775,-119.7836709
F000062,01332,300043,F000062-los_angeles,11111 Santa Monica Blvd.,,Los Angeles,310-914-7318,9AM-5PM,310-914-7300,CA,Suite 915,90025,34.0476223,-118.444656
