last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Guthrie,Brett,,,,Brett Guthrie,1964-02-18,M,rep,KY,2,,Republican,https://guthrie.house.gov,2161 Rayburn House Office Building Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,1908143071,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,,G000558,01922,N00029675,,H8KY02031,1031343,412278,18829,Brett Guthrie,,20916,Brett Guthrie
Harris,Andy,,,,Andy Harris,1957-01-25,M,rep,MD,1,,Republican,https://harris.house.gov,1536 Longworth House Office Building Washington DC 20515-2001,202-225-5311,,http://harris.house.gov/rss.xml,RepAndyHarrisMD,960962340,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,,H001052,02026,N00029147,,H8MD01094,1033464,412434,19157,Andrew Harris,,21139,Andy Harris (politician)
Heinrich,Martin,,,,Martin Heinrich,1971-10-17,M,sen,NM,,1,Democrat,https://www.heinrich.senate.gov,709 Hart Senate Office Building Washington DC 20510,202-224-5521,https://www.heinrich.senate.gov/contact,,MartinHeinrich,1099199839,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,,H001046,01937,N00029835,S359,"H8NM01224,S2NM00088",1030686,412281,74517,Martin Heinrich,,20930,Martin Heinrich
Himes,James,A.,,Jim,James A. Himes,1966-07-05,M,rep,CT,4,,Democrat,https://himes.house.gov,2137 Rayburn House Office Building Washington DC 20515-0704,202-225-5541,,http://himes.house.gov/rss.xml,jahimes,,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,@RepJimHimes@mastodon.social,H001047,01913,N00029070,,H8CT04172,1031341,412282,106744,Jim Himes,,20907,Jim Himes
Hirono,Mazie,K.,,,Mazie K. Hirono,1947-11-03,F,sen,HI,,1,Democrat,https://www.hirono.senate.gov,109 Hart Senate Office Building Washington DC 20510,202-224-6361,https://www.hirono.senate.gov/contact,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,92186819,senatorhirono,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,,H001042,01844,N00028139,S361,"H6HI02251,S2HI00106",91216,412200,1677,Mazie K. Hirono,,20713,Mazie Hirono
Hoeven,John,,,,John Hoeven,1957-03-13,M,sen,ND,,3,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,https://www.hoeven.senate.gov/contact/contact-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,382791093,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,,H001061,02079,N00031688,S344,S0ND00093,85233,412494,41788,John Hoeven,,41107,John Hoeven
Hoyer,Steny,H.,,,Steny H. Hoyer,1939-06-14,M,rep,MD,5,,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building Washington DC 20515-2005,202-225-4131,,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,RepStenyHoyer,22012091,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,,H000874,00566,N00001821,,H2MD05155,1919,400189,26890,Steny Hoyer,,14873,Steny Hoyer
Huizenga,Bill,,,,Bill Huizenga,1969-01-31,M,rep,MI,4,,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2204,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,233949261,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,,H001058,02028,N00030673,,H0MI02094,1033765,412437,38351,Bill Huizenga,,21142,Bill Huizenga
Johnson,Henry,C.,Jr.,Hank,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,GA,4,,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building Washington DC 20515-1004,202-225-1605,,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,24745957,115356957005,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,,J000288,01843,N00027848,,H6GA04129,1020576,412199,68070,"Henry C. Johnson, Jr.",,20712,Hank Johnson
Johnson,Ron,,,,Ron Johnson,1955-04-08,M,sen,WI,,3,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,SenRonJohnson,233737858,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,,J000293,02086,N00032546,S345,S0WI00197,62835,412496,126217,Ron Johnson (Wisconsin),,41111,Ron Johnson
Jordan,Jim,,,,Jim Jordan,1964-02-17,M,rep,OH,4,,Republican,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,18166778,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,,J000289,01868,N00027894,,H6OH04082,1022879,412226,8158,Jim Jordan,,20738,Jim Jordan
Kaptur,Marcy,,,,Marcy Kaptur,1946-06-17,F,rep,OH,9,,Democrat,https://kaptur.house.gov,2314 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,581141508,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,,K000009,00616,N00003522,,H2OH09031,1458,400211,27016,Marcy Kaptur,,15029,Marcy Kaptur
Keating,William,R.,,,William R. Keating,1952-09-06,M,rep,MA,9,,Democrat,https://keating.house.gov,2372 Rayburn House Office Building Washington DC 20515-2109,202-225-3111,,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,232992031,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,,K000375,02025,N00031933,,H0MA10082,61856,412435,4743,Bill Keating,,21140,Bill Keating (politician)
Kelly,Mike,,,,Mike Kelly,1948-05-10,M,rep,PA,16,,Republican,https://kelly.house.gov,1707 Longworth House Office Building Washington DC 20515-3816,202-225-5406,,http://kelly.house.gov/rss.xml,MikeKellyPA,935368364,191056827594903,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,,K000376,02051,N00031647,,H0PA03271,62696,412465,119463,Mike Kelly,,21167,Mike Kelly (Pennsylvania politician)
Lankford,James,,,,James Lankford,1968-03-04,M,sen,OK,,3,Republican,https://www.lankford.senate.gov,731 Hart Senate Office Building Washington DC 20510,202-224-5754,https://www.lankford.senate.gov/contact/email,,SenatorLankford,225921757,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,,L000575,02050,N00031129,S378,"H0OK05114,S4OK00232",1033847,412464,124938,James Lankford,,21166,James Lankford
Larsen,Rick,,,,Rick Larsen,1965-06-15,M,rep,WA,2,,Democrat,https://larsen.house.gov,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,404132211,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,,L000560,01675,N00009759,,H0WA02080,86610,400232,56231,Rick Larsen,,20145,Rick Larsen
Larson,John,B.,,,John B. Larson,1948-07-22,M,rep,CT,1,,Democrat,https://larson.house.gov,1501 Longworth House Office Building Washington DC 20515-0701,202-225-2265,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,50452197,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,,L000557,01583,N00000575,,H8CT01046,36596,400233,17188,John B. Larson,,29908,John B. Larson
Latta,Robert,E.,,,Robert E. Latta,1956-04-18,M,rep,OH,5,,Republican,https://latta.house.gov,2470 Rayburn House Office Building Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,BobLatta,15394954,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,,L000566,01885,N00012233,,H8OH05036,1028071,412256,9926,Robert E. Latta,,20755,Bob Latta
Lee,Mike,,,,Mike Lee,1971-06-04,M,sen,UT,,3,Republican,https://www.lee.senate.gov,363 Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,88784440,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,,L000577,02080,N00031696,S346,S0UT00165,9267977,412495,66395,Mike Lee,,41110,Mike Lee
Lofgren,Zoe,,,,Zoe Lofgren,1947-12-21,F,rep,CA,18,,Democrat,https://lofgren.house.gov,1401 Longworth House Office Building Washington DC 20515-0518,202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,267938462,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,,L000397,00701,N00007479,,H4CA16049,36520,400245,21899,Zoe Lofgren,,29504,Zoe Lofgren
Lucas,Frank,D.,,,Frank D. Lucas,1960-01-06,M,rep,OK,3,,Republican,https://lucas.house.gov,2405 Rayburn House Office Building Washington DC 20515-3603,202-225-5565,,http://lucas.house.gov/rss.xml,RepFrankLucas,242772524,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,,L000491,00711,N00005559,,H4OK06056,35692,400247,27032,Frank D. Lucas,,29393,Frank Lucas (Oklahoma politician)
Luján,Ben,Ray,,,Ben Ray Luján,1972-06-07,M,sen,NM,,2,Democrat,https://www.lujan.senate.gov,498 Russell Senate Office Building Washington DC 20510,202-224-6621,https://www.lujan.senate.gov/contact/,,SenatorLujan,19318314,SenatorLujan,,,,L000570,01939,N00029562,S409,"H8NM03196,S0NM00058",1031351,412293,102842,Ben Ray Luján,,20932,Ben Ray Luján
Lynch,Stephen,F.,,,Stephen F. Lynch,1955-03-31,M,rep,MA,8,,Democrat,https://lynch.house.gov,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,,http://lynch.house.gov/rss.xml,RepStephenLynch,310310133,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,,L000562,01686,N00013855,,"H2MA09072,S0MA00083",1000222,400249,4844,Stephen Lynch,,20119,Stephen Lynch (politician)
Markey,Edward,J.,,Ed,Edward J. Markey,1946-07-11,M,sen,MA,,2,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,21406834,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,,M000133,00735,N00000270,S369,"H6MA07101,S4MA00028",260,400253,26900,Ed Markey,,14435,Ed Markey
Matsui,Doris,O.,,,Doris O. Matsui,1944-09-25,F,rep,CA,7,,Democrat,https://matsui.house.gov,2206 Rayburn House Office Building Washington DC 20515-0507,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,DorisMatsui,38254095,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,,M001163,01814,N00027459,,H6CA05195,26602,400663,28593,Doris Matsui,,20538,Doris Matsui
McCaul,Michael,T.,,,Michael T. McCaul,1962-01-14,M,rep,TX,10,,Republican,https://mccaul.house.gov,2300 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,,,RepMcCaul,26424123,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,,M001157,01804,N00026460,,H4TX10093,1013056,400654,49210,Michael McCaul,,20530,Michael McCaul
McClintock,Tom,,,,Tom McClintock,1956-07-10,M,rep,CA,5,,Republican,https://mcclintock.house.gov,2256 Rayburn House Office Building Washington DC 20515-0505,202-225-2511,,http://mcclintock.house.gov/atom.xml,RepMcClintock,50152441,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,,M001177,01908,N00006863,,"H8CA04152,H6CA21135",30359,412295,9715,Tom McClintock,,20903,Tom McClintock
McCollum,Betty,Louise,,,Betty McCollum,1954-07-12,F,rep,MN,4,,Democrat,https://mccollum.house.gov,2426 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,BettyMcCollum04,516880804,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,,M001143,01653,N00012942,,H0MN04049,86670,400259,3812,Betty McCollum,,20122,Betty McCollum
McGovern,James,P.,,Jim,James P. McGovern,1959-11-20,M,rep,MA,2,,Democrat,https://mcgovern.house.gov,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,242426145,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,,M000312,01504,N00000179,,H4MA03022,45976,400263,552,Jim McGovern (Massachusetts),,29729,Jim McGovern (American politician)
Meeks,Gregory,W.,,,Gregory W. Meeks,1953-09-25,M,rep,NY,5,,Democrat,https://meeks.house.gov,2310 Rayburn House Office Building Washington DC 20515-3205,202-225-3461,,http://meeks.house.gov/rss.xml,RepGregoryMeeks,22812754,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,,M001137,01506,N00001171,,H8NY06048,53469,400271,4360,Gregory Meeks,,29776,Gregory Meeks
Moore,Gwen,,,,Gwen Moore,1951-04-18,F,rep,WI,4,,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,22669526,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,,M001160,01811,N00026914,,H4WI04183,42548,400661,3457,Gwen Moore,,20537,Gwen Moore
Moran,Jerry,,,,Jerry Moran,1954-05-29,M,sen,KS,,3,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,18632666,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,,M000934,01507,N00005282,S347,"H6KS01096,S0KS00091",45469,400284,542,Jerry Moran,,29722,Jerry Moran
Murkowski,Lisa,A.,,,Lisa Murkowski,1957-05-22,F,sen,AK,,3,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,18061669,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,,M001153,01694,N00026050,S288,S4AK00099,1004138,300075,15841,Lisa Murkowski,,40300,Lisa Murkowski
Murphy,Christopher,S.,,,Christopher Murphy,1973-08-03,M,sen,CT,,1,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,https://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,SenMurphyOffice,2853793517,chrismurphyct,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,,M001169,01837,N00027566,S364,"H6CT05124,S2CT00132",1021270,412194,17189,Chris Murphy (Connecticut),,20707,Chris Murphy
Murray,Patty,,,,Patty Murray,1950-10-11,F,sen,WA,,3,Democrat,https://www.murray.senate.gov,154 Russell Senate Office Building Washington DC 20510,202-224-2621,https://www.murray.senate.gov/write-to-patty/,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,293131808,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,,M001111,01409,N00007876,S229,S2WA00189,25277,300076,53358,Patty Murray,,49308,Patty Murray
Nadler,Jerrold,L.,,,Jerrold Nadler,1947-06-13,M,rep,NY,12,,Democrat,https://nadler.house.gov,2132 Rayburn House Office Building Washington DC 20515-3212,202-225-5635,,http://nadler.house.gov/rss.xml,RepJerryNadler,40302336,CongressmanNadler,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,,N000002,00850,N00000939,,H2NY17071,26159,400289,26980,Jerrold Nadler,,29377,Jerry Nadler
Neal,Richard,E.,,,Richard E. Neal,1949-02-14,M,rep,MA,1,,Democrat,https://neal.house.gov,372 Cannon House Office Building Washington DC 20515-2101,202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,442824717,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,,N000015,00854,N00000153,,H8MA02041,6103,400291,26895,Richard Neal,,15616,Richard Neal
Norton,Eleanor,Holmes,,,Eleanor Holmes Norton,1937-06-13,F,rep,DC,0,,Democrat,https://norton.house.gov,2136 Rayburn House Office Building Washington DC 20515-5101,202-225-8050,,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,23600262,CongresswomanNorton,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,@CongresswomanNorton@Mastodon.social,N000147,00868,N00001692,,H0DC00058,882,400295,775,Eleanor Holmes Norton,,,Eleanor Holmes Norton
Pallone,Frank,J.,Jr.,,"Frank Pallone, Jr.",1951-10-30,M,rep,NJ,6,,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building Washington DC 20515-3006,202-225-4671,,http://pallone.house.gov/rss.xml,FrankPallone,31801993,repfrankpallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,,P000034,00887,N00000781,,"H8NJ03073,S6NJ00263",6107,400308,26951,Frank Pallone,,15454,Frank Pallone
Paul,Rand,,,,Rand Paul,1963-01-07,M,sen,KY,,3,Republican,https://www.paul.senate.gov,295 Russell Senate Office Building Washington DC 20510,202-224-4343,https://www.paul.senate.gov/connect/email-rand,http://paul.senate.gov/rss/?p=news,SenRandPaul,1298624375692894210,SenatorRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,,P000603,02082,N00030836,S348,S0KY00156,9265241,412492,117285,Rand Paul,,41104,Rand Paul
Pelosi,Nancy,,,,Nancy Pelosi,1940-03-26,F,rep,CA,11,,Democrat,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0511,202-225-4965,,http://pelosi.house.gov/atom.xml,SpeakerPelosi,15764644,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,,P000197,00905,N00007360,,H8CA05035,6153,400314,26732,Nancy Pelosi,,15448,Nancy Pelosi
Peters,Gary,C.,,,Gary C. Peters,1958-12-01,M,sen,MI,,2,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,https://www.peters.senate.gov/contact/email-gary,,SenGaryPeters,236511574,SenGaryPeters,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,,P000595,01929,N00029277,S380,"H8MI09068,S4MI00355",50199,412305,8749,Gary Peters,,20923,Gary Peters
Pingree,Chellie,,,,Chellie Pingree,1955-04-02,F,rep,ME,1,,Democrat,https://pingree.house.gov,2354 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,14984637,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,@chelliepingree@mastodon.social,P000597,01927,N00013817,,"H8ME01120,S0ME00038",1002167,412307,6586,Chellie Pingree,,20920,Chellie Pingree
Quigley,Mike,,,,Mike Quigley,1958-10-17,M,rep,IL,5,,Democrat,https://quigley.house.gov,2083 Rayburn House Office Building Washington DC 20515-1305,202-225-4061,,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,56864092,repmikequigley,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,,Q000023,01967,N00030581,,H0IL05096,9263344,412331,83310,Michael Quigley,,20954,Mike Quigley
Rogers,Harold,,,Hal,Harold Rogers,1937-12-31,M,rep,KY,5,,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,550401754,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,,R000395,00977,N00003473,,H0KY05015,6739,400340,26875,Harold Rogers,,14854,Hal Rogers
Rogers,Mike,,,,Mike Rogers,1958-07-16,M,rep,AL,3,,Republican,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,33977070,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,,R000575,01704,N00024759,,H2AL03032,1014740,400341,5705,Mike Rogers (Alabama),,20301,Mike Rogers (Alabama politician)
Scalise,Steve,Joseph,,,Steve Scalise,1965-10-06,M,rep,LA,1,,Republican,https://scalise.house.gov,266 Cannon House Office Building Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,SteveScalise,1209417007,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,,S001176,01892,N00009660,,H0LA01087,1015311,412261,9026,Steve Scalise,,20759,Steve Scalise
Schakowsky,Janice,D.,,Jan,Janice D. Schakowsky,1944-05-26,F,rep,IL,9,,Democrat,https://schakowsky.house.gov,2408 Rayburn House Office Building Washington DC 20515-1309,202-225-2111,,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,24195214,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,,S001145,01588,N00004724,,H8IL09067,57874,400360,6387,Jan Schakowsky,,29911,Jan Schakowsky
Schiff,Adam,B.,,,Adam B. Schiff,1960-06-22,M,sen,CA,,1,Democrat,https://www.schiff.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3841,,,,,SenAdamSchiff,adamschiff,,,S001150,01635,N00009585,S427,H0CA27085,90167,400361,9489,Adam Schiff,,20104,Adam Schiff
Schumer,Charles,E.,,Chuck,Charles E. Schumer,1950-11-23,M,sen,NY,,3,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,SenSchumer,17494010,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,,S000148,01036,N00001093,S270,"S8NY00082,H0NY16010",5929,300087,26976,Chuck Schumer,,14858,Chuck Schumer
Schweikert,David,,,,David Schweikert,1962-03-03,M,rep,AZ,1,,Republican,https://schweikert.house.gov,166 Cannon House Office Building Washington DC 20515-0301,202-225-2190,,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,229197216,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,,S001183,01994,N00006460,,"H4AZ06045,H8AZ05097",5205,412399,106387,David Schweikert,,21105,David Schweikert
Scott,Austin,,,,Austin Scott,1969-12-10,M,rep,GA,8,,Republican,https://austinscott.house.gov,2185 Rayburn House Office Building Washington DC 20515-1008,202-225-6531,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,234797704,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,,S001189,02009,N00032457,,H0GA08099,623344,412417,11812,Austin Scott,,21123,Austin Scott (politician)
Scott,David,,,,David Scott,1945-06-27,M,rep,GA,13,,Democrat,https://davidscott.house.gov,468 Cannon House Office Building Washington DC 20515-1013,202-225-2939,,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,168673083,113303673339,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,,S001157,01722,N00024871,,H2GA13012,1003567,400363,7826,David Scott (Georgia),,20321,David Scott (Georgia politician)
Scott,Robert,C.,,Bobby,"Robert C. ""Bobby"" Scott",1947-04-30,M,rep,VA,3,,Democrat,https://bobbyscott.house.gov,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,161791703,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,,S000185,01037,N00002147,,H6VA01117,25888,400364,27117,Robert C. Scott,,39307,Bobby Scott (politician)
Scott,Tim,,,,Tim Scott,1965-09-19,M,sen,SC,,3,Republican,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,217543151,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,,S001184,02056,N00031782,S365,"H0SC01279,S4SC00240",623506,412471,11940,Tim Scott,,21173,Tim Scott
Sewell,Terri,A.,,,Terri A. Sewell,1965-01-01,F,rep,AL,7,,Democrat,https://sewell.house.gov,1035 Longworth House Office Building Washington DC 20515-0107,202-225-2665,,http://sewell.house.gov/rss.xml,RepTerriSewell,381152398,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,,S001185,01988,N00030622,,H0AL07086,623257,412396,121621,Terri Sewell,,21102,Terri Sewell
Sherman,Brad,J.,,,Brad Sherman,1954-10-24,M,rep,CA,32,,Democrat,https://sherman.house.gov,2365 Rayburn House Office Building Washington DC 20515-0532,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,30216513,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,,S000344,01526,N00006897,,H6CA24113,45124,400371,142,Brad Sherman,,29707,Brad Sherman
Simpson,Michael,K.,,Mike,Michael K. Simpson,1950-09-08,M,rep,ID,2,,Republican,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,76132891,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,,S001148,01590,N00006263,,H8ID02064,57889,400376,2917,Michael K. Simpson,,29910,Mike Simpson
Smith,Adam,,,,Adam Smith,1965-06-15,M,rep,WA,9,,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,58928690,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,,S000510,01528,N00007833,,H6WA09025,44329,400379,845,Adam Smith,,29768,Adam Smith (Washington politician)
Smith,Adrian,,,,Adrian Smith,1970-12-19,M,rep,NE,3,,Republican,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,296245061,repadriansmith,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,,S001172,01860,N00027623,,H6NE03115,1022845,412217,21284,Adrian Smith,,20729,Adrian Smith (politician)
Smith,Christopher,H.,,Chris,Christopher H. Smith,1953-03-04,M,rep,NJ,4,,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,,,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,S000522,01071,N00009816,,H8NJ04014,6411,400380,26952,Chris Smith (New Jersey),,14863,Chris Smith (New Jersey politician)
